"TIME","GEO","UNIT","SECTOR","COFOG99","NA_ITEM","Value","Flag and Footnotes"
"2005","Hungary","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.7",""
"2005","Malta","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.0",""
"2005","Malta","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.2",""
"2005","Netherlands","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.5",""
"2005","Netherlands","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","15.1",""
"2005","Austria","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.4",""
"2005","Austria","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","20.2",""
"2005","Poland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.4",""
"2005","Poland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.3",""
"2005","Portugal","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.3",""
"2005","Portugal","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.7",""
"2005","Romania","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","2.6",""
"2005","Romania","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","10.7",""
"2005","Slovenia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.2",""
"2005","Slovenia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.5",""
"2005","Slovakia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.2",""
"2005","Slovakia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.5",""
"2005","Finland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.8",""
